phase,step,loss,avg_tour,entropy,eval_avg_tour,inference_ms
train,0,-894.5652465820312,44.40909957885742,0.05,,
train,10,-1306.2109375,26.78634262084961,0.049550000000000004,,
train,20,-472.6657409667969,22.984312057495117,0.049100000000000005,,
train,30,-257.2634582519531,19.627239227294922,0.04865,,
train,40,-272.76123046875,17.440372467041016,0.0482,,
train,50,-225.0499725341797,16.53976058959961,0.04775,,
